login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
mmoreram;Barcelona, Catalunya;93;6481;306;24;9
gavinking;Barcelona, Spain;114;4386;6;95;35
JJ;Granada, Spain, Europe;143;4315;230;165;165
sanacl;Madrid;7;4256;1;148;0
pepellou;Santiago de Compostela;33;3883;;148;0
niwibe;Madrid, Spain;233;3812;1988;555;555
javierarce;Madrid;55;3791;130;26;0
sortega;Madrid;30;3246;58;14;0
alexhigh;Madrid;4;3067;0;5;0
stringparser;Granada, Spain;33;2634;22;44;0
shoghicp;Zaragoza;142;2373;183;30;0
javisantana;Madrid - Valladolid;127;2353;119;11;0
acs;Getafe, Madrid, Spain;8;2247;9;21;0
ealonso;Madrid;4;2225;4;7;0
KonradIT;Madrid;75;2153;344;22;0
alejandrodob;Madrid, Spain;14;2134;0;19;0
opalenzuela;Barcelona;15;2085;57;39;0
jcaden;Madrid;7;2050;4;12;0
teleyinex;Madrid, Spain;42;2010;37;5;0
adolfopa;Madrid;7;1963;13;33;2
javilonas;Sevilla (España);13;1960;13;14;0
sergiogonzalez;Madrid;24;1947;16;5;0
agordillo;Madrid;11;1901;0;14;0
alch;Barcelona;16;1809;0;6;0
carloslozano;Sant Cugat del Vallès, Barcelona, Catalonia;13;1712;1;6;0
soyjavi;Bilbao ✈︎ Chiang Mai;719;1706;796;130;37
matallo;Madrid, ES;26;1696;5;6;0
juliocamarero;Madrid;48;1685;43;11;0
Kartones;Madrid, Spain;21;1675;2;8;8
fgalan;Madrid, Spain;6;1657;2;6;0
mrdoob;Barcelona, Spain;5600;1638;1715;26;0
belaustegui;Asturias, Spain;9;1625;0;20;0
pedrovgs;Madrid;346;1529;1601;81;0
jmnavarro;Madrid;14;1514;22;24;0
pakozm;Alfara del Patriarca (Valencia), Spain;27;1497;105;26;0
olmobrutall;Madrid (Spain);2;1482;0;16;0
crguezl;La Laguna. Tenerife;96;1476;65;18;0
dmoranj;Madrid (Spain);10;1460;21;12;0
Obijuan;Madrid (Spain);101;1454;138;16;2
erral;Eibar, Gipuzkoa;7;1453;16;5;0
amatriain;Pamplona;1;1447;10;27;7
neo22s;Barcelona;18;1446;9;13;0
mdelapenya;Madrid o Toledo (Spain);8;1408;15;12;0
M42;Granada, Spain;30;1338;24;23;0
aplanas;Málaga, Spain;3;1322;1;55;2
pditommaso;Barcelona, Spain;21;1321;23;20;0
deivid-rodriguez;Madrid;28;1317;459;21;6
bameda;Madrid, Jaén, Spain, España;52;1299;5;497;497
jespino;Madrid, Spain;87;1293;140;126;0
jaeandersson;Barcelona, Spain;6;1239;4;13;2
migue;Madrid;32;1233;60;8;0
quintesse;Madrid, Spain;11;1205;6;10;6
acelaya;Zaragoza;30;1194;40;9;0
christkv;Barcelona, Spain;246;1188;774;9;0
epgarcia;Madrid;8;1180;7;6;0
pleonex;Granada, Spain;16;1175;20;36;0
RotaruDan;Madrid (Spain);7;1174;4;13;0
jtorrente;Madrid, Spain;3;1155;0;21;0
areski;Barcelona;88;1135;628;23;3
xphere;Barcelona, Spain;28;1117;7;7;7
eparejatobes;Granada, Spain;22;1115;2;18;0
aroig;Barcelona;8;1111;30;21;0
Rayco;Canary Islands, Tenerife, Spain;7;1095;0;5;0
miguel0afd;Madrid, Spain;4;1074;7;14;0
antonio;Huelva, Spain;80;1070;20;328;328
joaonrb;Barcelona;1;1064;0;12;0
nilopc;Barcelona, Catalunya;21;1050;14;12;0
aarranz;Madrid, Spain;6;1048;3;12;0
juanignaciosl;Valladolid;16;1042;13;13;13
fdavidcl;Granada, Spain;27;1036;13;8;3
clintongormley;Barcelona, Spain;142;1019;144;15;0
izaera;Madrid, Spain;9;1019;26;11;0
josejuansanchez;Almería;14;1017;57;14;14
gjulianm;Madrid, Spain;15;1006;25;14;9
sneridagh;Barcelona;14;1001;39;11;2
elenatorro;Murcia / Alicante / Salzburg;56;996;15;62;2
vterron;Granada, Spain;61;985;44;12;0
ipeychev;Madrid;48;969;65;24;0
piranna;Alcorcón, Madrid, Spain;58;950;30;20;0
kusor;Murcia (Spain);43;949;201;6;0
Darkhogg;Madrid, Spain;18;948;11;16;0
tonipinel;Barcelona;10;941;1;7;7
gorkalaucirica;Bilbao;5;939;36;10;0
ancorgs;Gran Canaria;7;938;0;6;0
Xaviju;Madrid, Valencia, Spain;35;934;31;6;0
est77;Madrid;24;931;17;13;0
porduna;Bilbao;36;925;3;15;0
fiam;Gijón;33;925;146;12;0
javiereguiluz;Paris (France) & Vitoria-Gasteiz (Spain);344;924;1366;13;2
pablopareja;Granada, Spain;27;923;42;12;0
trikitrok;Barcelona;9;908;8;13;0
mcuadros;Madrid, Spain;44;906;447;54;0
apache05;Valencia;0;903;0;20;0
aldatsa;Usurbil, Gipuzkoa (EH);4;886;0;25;0
SuperBuker;Madrid, Spain;3;885;1;46;0
alvatar;Madrid, Spain;68;875;110;20;18
tombatossals;Castelló de la Plana;63;865;908;11;2
jaimegildesagredo;Madrid, Spain;41;857;238;14;0
robertoDiaz;Madrid - Gijón;0;851;0;6;0
camposer;Madrid/España;20;848;18;6;0
msune;Berlin/Barcelona;3;843;4;6;0
viddo;Madrid, Spain;16;839;1;6;0
dialelo;Madrid;119;839;409;12;0
ManfredKarrer;Barcelona, Spain;7;828;7;30;0
Manu343726;Madrid, Spain;28;819;116;9;0
javierag;Zaragoza, Spain;0;819;0;12;0
axelhzf;Tenerife, Spain;22;816;50;10;4
slluis;Barcelona, Spain;51;816;40;13;0
xexiu;Barcelona;9;812;2;13;0
pepibumur;Barcelona;61;811;894;15;0
slok;Bilbao;51;809;157;29;0
rafinskipg;Madrid;36;808;52;14;0
scambra;Zaragoza, Spain;46;803;117;5;0
toniginard;Barcelona;2;802;0;5;0
ragerri;Donostia-San Sebastian;7;802;1;13;0
toniher;Barcelona, Catalonia;8;800;1;12;2
jbalsas;Madrid, Spain;18;800;48;21;0
jorgebay;Madrid;10;797;137;5;0
kalta;Málaga, Spain;22;797;181;14;0
dreyacosta;Madrid, Spain;67;784;443;318;0
h0tbird;Barcelona;9;784;14;6;3
soywiz;Spain, Valencia;81;783;478;16;3
mifl;Oviedo, Spain;29;776;13;6;0
ferranpm;Barcelona;6;772;35;16;0
magmax;Ciudad Real;21;770;67;20;0
rcnavarro;Barcelona;1;764;1;20;0
gotoalberto;Madrid, Spain;25;760;4;10;0
amedranogil;Madrid, Spain;5;759;0;5;0
mariogarcia;Madrid;23;756;28;13;0
mikz;Barcelona, Spain;23;751;141;6;2
alastair;Barcelona;73;746;223;11;0
laughedelic;Spain, Granada;38;740;96;15;0
kikito;Madrid, Spain;243;734;1762;12;0
karlosgliberal;pamplona/iruña;29;733;37;7;0
mvader;Madrid, Spain;51;732;90;27;3
muit;Madrid, España;14;727;105;63;0
rnowm;Sitges, Barcelona;42;724;26;6;0
alorma;Barcelona, Spain;26;699;66;16;0
skotperez;Seix , Madrid;9;699;14;8;0
adrian-rosello;Barcelona;8;698;2;6;0
iblancasa;Granada, Spain;12;694;20;31;0
jkerihuel;Zaragoza;9;692;1;11;0
joakin;Alicante, Spain;13;688;45;8;0
abenitoc;Madrid;8;687;5;6;0
labra;Asturias;37;685;27;13;7
ebarra;Madrid;15;683;4;5;0
izqui;Madrid, Spain;99;681;439;14;0
AdrianArroyoCalle;Valladolid, Spain;8;678;33;9;0
plungerman;Barcelona;1;665;0;17;0
fdansv;Madrid, Spain;16;663;16;5;0
adgellida;Valencia, Spain;2;657;1;22;0
davidsingal;Madrid, Spain;45;648;7;9;0
alexsavio;San Sebastián, Spain;5;648;4;8;0
trishagee;Sevilla, Spain;108;643;73;6;0
chiquitinxx;Madrid;9;627;84;20;0
srvaroa;Barcelona;18;625;3;9;0
Theadd;Barcelona;13;625;33;12;2
xispa;Barcelona;6;624;0;8;0
skarbat;Malaga, Spain;1;622;0;6;0
josedom24;Utrera, Sevilla;11;621;2;6;0
sgala;Lavapiés, Madrid, Spain;3;619;20;10;0
lodr;Madrid;48;600;51;8;0
peretuset;Barcelona, Spain;2;600;0;17;0
aitormagan;Madrid;3;598;0;5;0
alasarr;Sevilla;1;593;0;11;0
moiarcsan;Sevilla;8;591;2;9;0
rubiojr;Barcelona, Spain;86;585;425;10;0
numeroteca;madrid-boston;21;581;45;8;0
sixstone-qq;Zaragoza;5;581;0;10;0
fnl;Madrid;7;580;61;5;0
sinmsinm;Lleida;1;580;0;14;14
jguitar;Valencia, Spain;11;579;15;5;0
dgutierr;Barcelona;5;578;1;13;0
rmhdev;Donostia;2;577;22;6;2
cristianprofile;Madrid/ Spain;6;570;1;8;6
salva;Madrid, Spain;26;570;149;10;0
awesomebytes;Barcelona, Spain;19;566;35;10;0
lordofthejars;Barcelona;38;566;230;14;0
csierra;Madrid, Spain;6;566;3;5;0
demiurgosoft;Granada,Spain;12;564;3;22;4
arkaitzgarro;Donostia;7;559;1;9;0
fermayo;Madrid, Spain;18;556;2;12;0
michael-emmi;Madrid, Spain;6;551;4;15;0
edulix;Madrid, Spain;38;549;10;9;6
pablormier;Santiago de Compostela;6;547;;9;5
jbedia;Santander (Spain);0;547;0;6;0
ecarreras;Girona;24;546;32;5;0
jlaso;46010 Valencia (Spain);14;545;32;9;9
7flying;Bilbao;2;544;0;51;38
hecrj;Barcelona;7;544;7;13;0
ernestoalejo;Granada, Spain;9;541;71;11;0
dpcat237;Barcelona, Spain;10;538;0;22;0
