login; location; place; followers; contributions; stars; user_stars; language
jaimecasero;Madrid;Madrid;1;99;0;2;HTML
TomFrearson;Ibiza, Spain;España;0;99;0;0;PHP
martosv;España;España;3;99;0;0;JavaScript
MeLlamoPablo;España;España;0;99;0;12;PHP
DavidBluecame;Spain;España;2;99;6;4;Python
soyrochus;Valencia, Spain;Valencia;3;99;7;20;JavaScript
francescarpi;Spain;España;5;99;4;6;Python
daguti;Spain;España;0;99;1;1;Java
argordmel;Ocaña, Norte de Santander - Colombia;Santander;6;99;;;JavaScript
dramirezt;Málaga;Málaga;3;99;1;7;Python
plutec;Málaga (Spain);Málaga;7;99;5;63;Python
silderan;España;España;1;98;0;0;C++
alvartito;Madrid, Spain;España;0;98;0;29;Java
kagux;Spain;España;4;98;18;23;Ruby
Diarandor;Spain;España;2;98;1;8;Lua
jpgriffo;Seville, Spain;Sevilla;6;98;3;76;Go
furanshishouco;Gran Canaria;Las Palmas;2;98;0;13;Python
drnachio;Madrid, Spain;Madrid;1;98;1;7;JavaScript
SergioRosello;Madrid;Madrid;7;98;0;3;C and C++
fcofdez;Madrid;Madrid;10;98;4;13;JavaScript
flordan;Barcelona;Barcelona;0;98;2;2;Java and Shell
mllobet;Barcelona;Barcelona;18;98;4;61;Python
dreamingechoes;Gijón;Asturias;6;98;0;41;Ruby
leparrav;Spain;España;0;98;2;15;Python
amorshanty;Barcelona - España;Barcelona;5;98;0;0;JavaScript
artefactop;Barcelona;Barcelona;28;98;58;148;Erlang
Libertual;León, Spain;León;4;98;0;22;JavaScript
sp-carles-amigo;Barcelona;Barcelona;0;98;0;0;Ruby and Puppet
tamarit;Madrid;Madrid;1;97;3;10;Erlang
matsumurae;Mallorca, Spain;Baleares;0;97;2;5;
3DRoberto;Seville. Spain;Sevilla;5;97;1;31;CSS and JavaScript
islimane;Madrid (Spain);Madrid;5;97;0;0;HTML
kborrell;Lleida, Catalonia (Spain);Lleida;2;97;0;1;Python
tcrossland;Madrid, Spain;Madrid;0;97;3;14;Groovy
Liagson;Spain;España;2;97;0;2;C
hcarreras;Barcelona;Barcelona;10;97;5;9;JavaScript
santi-gonzalez;Barcelona, Spain;Barcelona;5;97;6;25;Java
pedrazamiguez;Seville, Spain;Sevilla;0;97;0;0;CSS
rafelmm;Barcelona;Barcelona;0;97;0;0;CSS
KashaMalaga;Málaga, Spain;Málaga;9;97;120;1;Shell
JuanJoseFajardo;Sabadell (Barcelona);Barcelona;1;97;0;0;CSS
manezgz;Madrid,Spain;Madrid;1;97;0;3;Objective-C
jjamor;Madrid;Madrid;0;97;2;1;HTML
tomoya55;Spain;España;17;97;19;47;Ruby
andru;Galiza, Spain;Galicia;3;97;4;121;JavaScript
violiva;España;España;3;97;1;0;Objective-C
Snesi;Barcelona, Spain;España;3;97;7;34;JavaScript
dlazaro66;Granada;Granada;30;97;598;53;Java
juandjara;España;España;1;97;0;2;JavaScript
RTeran;España;España;4;97;0;14;JavaScript
carlschroedl;Minneapolis, MN, Madison, WI, Madrid, Spain,;Madrid;0;96;6;8;JavaScript
acandalez;Madrid - Spain;Madrid;17;96;0;4;Java
soyguijarro;Madrid, Spain;España;4;96;1;0;HTML
evili;Catalonia;Catalunya;0;96;1;0;Python
rubenmv;Alicante;Alicante;2;96;3;33;JavaScript
christian-cl;Málaga;Málaga;0;96;0;0;Java
amatellanes;Málaga, Spain;Málaga;35;96;83;24;CSS
marcoalopez;Oviedo, Spain;Asturias;0;96;1;9;JavaScript
gabrielseco;España;España;1;96;0;6;CSS
FelixdelasPozas;Madrid, Spain;Madrid;1;96;0;0;C++
erseco;Granada, Spain;Granada;44;96;7;57;C++
andresoviedo;Barcelona;Barcelona;0;96;8;7;Java
mediafinger;Barcelona;Barcelona;28;96;23;70;Ruby
llogaricasas;Barcelona, Spain;Barcelona;0;96;0;17;PHP
FerCa;Barcelona;Barcelona;10;96;8;6;JavaScript
AlvaroOrduna;Pamplona;Navarra;5;96;0;8;C++
JuanCarlosM;Barcelona;Barcelona;7;96;0;9;Python
franciscodr;Cádiz, Spain;Cádiz;8;96;3;10;Shell
pauca;Barcelona, Spain;Barcelona;1;96;5;7;R
jarandaf;Barcelona, Spain;Barcelona;15;96;7;204;Scala
christiangda;Tenerife, Spain;Tenerife;4;96;6;2;C++
ssuria;Madrid, Sevilla;Madrid;0;95;0;0;
josacar;Valencia;Valencia;18;95;15;1.4k;Ruby
injectilo;Santander;Cantabria;5;95;1;13;HTML
jimmyoak;Barcelona, Spain;Barcelona;6;95;17;1;PHP
scastlara;Barcelona;Barcelona;1;95;1;0;Perl and R
SMalpica;Zaragoza, España;Zaragoza;0;95;0;1;Java and GLSL
mcamara;Barcelona;Barcelona;27;95;664;19;PHP
miquelruiz;Barcelona;Barcelona;10;95;22;16;Perl
gcasanova;Barcelona, Spain;Barcelona;0;95;0;0;JavaScript
diblex;Cordoba Spain;Córdoba;5;95;0;8;JavaScript
pitarch;Barcelona;Barcelona;0;95;0;0;Java
dokoto;Spain;España;0;95;0;0;Java
JacSoyYo;Spain;España;4;95;1;3;Java
StormBytePP;Alicante, Spain;Alicante;4;95;2;5;PHP
angeldiazibarra;Spain;España;4;95;4;53;JavaScript
mashware;España;España;0;95;0;5;PHP
DiegoSanGalan;Madrid;Madrid;17;95;0;1;Java
arkadoel;Valladolid, Spain;Valladolid;3;94;5;5;Python
darkunito;Castelldefels, Barcelona;Barcelona;1;94;0;1;Java
joseppla;Barcelona;Barcelona;2;94;0;0;Ruby
Mangulomx;Alicante;Alicante;0;94;0;0;JavaScript
jlmacal;España;España;1;94;2;0;Python
sergio-toro;Spain;España;3;94;3;19;JavaScript
plastikaweb;Catalonia;Catalunya;2;94;6;9;JavaScript
fredfigueiredo;Barcelona;Barcelona;5;94;4;0;JavaScript
nakome;La Coruña;Coruña;10;94;3;9;JavaScript
damianmcdonald;Alicante, Spain;Alicante;4;94;0;11;JavaScript
iht;Madrid, Spain;Madrid;11;94;4;33;Python
xmontero;Barcelona;Barcelona;2;94;1;0;PHP
josemartin81;Madrid, Spain;Madrid;0;94;0;0;JavaScript
gasparms;Jaén,Spain,Europe;Jaén;6;94;3;42;Shell
jguille2;Barcelona;Barcelona;0;94;0;5;JavaScript
javiroman;Red Hat Madrid (Spain);Madrid;37;94;13;39;Shell
weapp;Barcelona, Spain;Barcelona;21;94;4;384;Ruby
alazuga;Teruel-Zaragoza (Spain);Teruel;2;94;0;42;C
Alayala;Granada, España;Granada;3;93;0;1;Shell
robfree;Spain;España;1;93;1;6;JavaScript
rubenbp;Pamplona;Navarra;6;93;1;38;JavaScript
hugochinchilla;Palma, Spain;España;26;93;30;125;Python
bartsanchez;Barcelona, Spain;España;3;93;1;0;Python
dariosky;Malaga, Spain;Málaga;1;93;1;18;CSS
sigcorporativo-ja;Sevilla, España;Sevilla;3;93;0;0;HTML
josgilmo;Barcelona;Barcelona;10;93;1;136;PHP
jbiscarri;Barcelona;Barcelona;0;93;0;8;Objective-C
marclop;Barcelona;Barcelona;7;93;0;81;Shell
dlizarra;Tarragona (Spain);Tarragona;0;93;2;15;Java
donfernando;Tenerife;Tenerife;2;93;0;0;JavaScript
SeHarrys;Granada;Granada;1;93;1;35;Perl
alrik11es;Madrid, Spain;Madrid;14;93;25;109;PHP
DazLamas;Madrid;Madrid;18;93;1;0;CSS
rubenmoya;Madrid, España;Madrid;5;93;0;20;CSS
raultov;Madrid;Madrid;0;93;6;4;Java
BBerastegui;Bilbao - Barcelona - Anywhere;Barcelona;6;92;1;11;Go
CarlosCebrian;España;España;0;92;5;8;C
miguelavaqrod;Madrid - Spain;Madrid;1;92;0;31;PHP
ogarcia;Madrid;Madrid;9;92;9;12;CSS
miw-upm;Carretera de Valencia Km. 7, 28031, Madrid, Spain;Madrid;17;92;2;0;Java
francisco-navarro;Madrid - Spain;Madrid;1;92;0;0;Java
dimaslz;Barcelona;Barcelona;6;92;8;6;CSS
wllop;Valencia;Valencia;1;92;13;1;Shell
joseribes;Valencia;Valencia;3;92;0;2;C#
delafuente;Madrid;Madrid;0;92;0;0;ApacheConf
rlizana;Spain;España;4;92;0;12;Python
ClubbingSealCub;Las Palmas de GC;Las Palmas;1;92;0;0;Java
quiqueporta;Spain;España;11;92;11;12;Python
osalvador;Spain;España;4;92;10;33;PLSQL
luqueburgosjm;Granada;Granada;1;92;0;6;TeX
LuisGonzalez2014;Granada;Granada;1;92;1;0;C# and Java
garciademarina;Barcelona, Spain;Barcelona;20;92;5;78;PHP
ergoithz;Spain;España;7;92;7;39;Python
Carlos-Blanco;Madrid, Spain;Madrid;3;91;2;18;JavaScript
LNSD;Valencia, Spain;Valencia;5;91;8;83;JavaScript
Bloodsucker;Valencia, Spain;Valencia;7;91;3;7;JavaScript
rogercbe;Barcelona;Barcelona;1;91;0;1;ApacheConf
horaciogd;Galicia / Spain;Galicia;1;91;3;2;PHP
jcozar87;Albacete, Spain;Albacete;1;91;0;0;
piercifani;Barcelona;Barcelona;9;91;11;141;Objective-C
chmutoff;Alicante (Spain);Alicante;0;91;0;0;JavaScript
jserranohidalgo;Madrid, Spain;Madrid;5;91;0;0;Scala
laurent-RP;Barcelona;Barcelona;2;91;0;1;Shell and PHP
victorBaro;Barcelona;Barcelona;245;91;923;333;Objective-C
supermanue;Madrid, Spain;Madrid;0;91;0;1;Python
santidediego;Granada;Granada;5;91;0;2;TeX
martinezcoder;Barcelona, Spain;Barcelona;4;91;1;24;Ruby
KevValle;San Fernando, Cádiz;Cádiz;2;91;0;0;Python
currix;Huelva (Spain);Huelva;1;91;3;2;Perl
kn4ls;Spain;España;1;91;0;8;Java
jesusmlg;Spain;España;0;91;0;0;CSS
11joselu;Spain;España;0;91;0;1;CSS
RoboterHund;España;España;3;91;3;26;JavaScript
baldercm;Madrid, Spain;Madrid;3;91;5;22;JavaScript
agiraud;Madrid;Madrid;2;91;2;1;CSS
tatygrassini;Barcelona;Barcelona;7;90;44;406;JavaScript
edupg1;Granada (Spain);Granada;3;90;0;0;Java
joherma1;Valencia;Valencia;0;90;2;7;JavaScript
heliosdrm;Valencia, Spain;Valencia;0;90;6;1;R
aribs;Spain;España;3;90;1;0;JavaScript
Danziger;Barcelona;Barcelona;2;90;4;11;JavaScript
naoxink;Málaga - Spain;Málaga;3;90;80;59;JavaScript
GerardGarcia;Barcelona;Barcelona;0;90;1;0;C
TheBronx;Spain;España;6;90;25;30;JavaScript
osoylemez;Barcelona, Spain;España;3;90;0;38;Perl
Neriadok;Madrid;Madrid;0;90;0;0;JavaScript
814ckc0d3;Zaragoza, Spain;Zaragoza;0;90;1;2;PHP
albertoblaz;Madrid, Spain;Madrid;16;89;9;68;JavaScript
aumentia;Madrid;Madrid;3;89;4;0;Objective-C
iamctodd;Boston (Somerville) / Madrid;Madrid;9;89;3;10;CSS
rgem52;Madrid, Spain;Madrid;0;89;0;27;JavaScript
aagea;Madrid, Spain;Madrid;10;89;2;5;Java
david-alejo;Camino de los Descubrimientos S/N. 41092, Sevilla (Spain);Sevilla;0;89;0;0;CMake
weberjavi;Galicia, Spain.;Galicia;0;89;0;10;CSS
charliemc;Zaragoza, Aragón, Spain;Zaragoza;15;89;5;51;CSS
soker90;Ciudad Real;Ciudad Real;3;89;0;3;Java
j-verdu;spain;España;3;89;2;0;R
vgarciabnz;España;España;3;89;0;0;Java
EdgarGomez;Valencia - Spain;Valencia;0;89;0;0;Ruby
javifo;Spain;España;1;89;5;4;C
ricardperez;Spain;España;1;89;7;4;C++
piffall;Spain;España;5;89;7;91;Shell
christian-ciceri;Spain;España;10;89;1;2;Java
jalucenyo;Spain - Tarragona;Tarragona;18;89;29;14;Java
pauarge;Barcelona;Barcelona;1;89;1;0;Python and C++
alicemirror;Santa Eulalia del Rio - Balearic Islands - Spain;España;1;89;9;5;C
IsabelTenar;Granada, España;Granada;7;89;2;0;CSS
miguelangelprogramacion;Asturias;Asturias;5;89;1;8;Java
zerasul;Almeria;Almería;7;89;2;6;Java
mgmacias95;Granada, Spain;Granada;22;89;17;19;TeX
miguelitomola;Spain;España;12;89;4;5;CSS
skyme32;Barcelona;Barcelona;0;89;1;1;Java and Swift
rgomezcasas;Barcelona;Barcelona;28;89;4;382;JavaScript
dpcat237;Barcelona, Spain;Barcelona;12;89;2;96;CSS
AdrianClv;Madrid, Spain;Madrid;1;89;0;4;CSS
melchor629;Palma de Mallorca, Spain;Baleares;6;89;8;671;JavaScript
braisNQ;Ourense;Orense;3;89;0;32;PHP
eheredia13;Madrid;Madrid;0;89;0;0;C++
QuiqueGilB;Sueca - Valencia;Valencia;4;88;2;1;HTML
ismaelsb;Madrid;Madrid;0;88;0;0;R and HTML
demula;Madrid;Madrid;15;88;4;108;Java
Valexx55;Madrid;Madrid;26;88;7;0;Java
jalcaldea;Madrid, Spain;Madrid;8;88;10;9;TeX
jjuarez;Madrid, Spain;Madrid;17;88;23;1.1k;Ruby
edwardpmorris;Spain;España;3;88;0;13;HTML
JaviChaques;España;España;3;88;1;0;Java
jginesclavero;España;España;8;88;0;0;HTML
fjtorres;Sanlúcar de barrameda (España);Cádiz;1;88;0;21;Java
orioltestart;Girona;Gerona;0;88;0;0;HTML
x3no;Barcelona;Barcelona;1;88;0;4;
Sefirr;Madrid, Spain;Madrid;2;88;3;1;CSS
paulinohuerta;Sevila, España;España;4;88;16;17;Ruby
sgomez;Córdoba, Spain;Córdoba;28;88;21;64;PHP
polimorfico;Las Palmas, ES;Las Palmas;14;88;4;144;Ruby
jffernandez;Spain;España;1;88;1;13;Python
gasparfm;Málaga;Málaga;8;88;10;62;C++
DaniSancas;Bilbao, Spain;Bilbao;7;88;0;9;PHP
karliky;Bilbao;Bilbao;59;88;38;250;JavaScript
miguelRCabello;Granada, Spain;Granada;2;88;0;0;
VictorCoronas;Granada, Spain;Granada;3;88;0;3;Python
naveda89;Bilbao, Spain;Bilbao;24;88;6;711;Ruby
xoner;Pego (Alacant, Spain);Alicante;0;88;7;87;Python
jonathanSS;Donostia-San Sebastián, Gipuzkoa, Spain.;Donostia;1;87;2;3;Mathematica
adperezmorales;Seville;Sevilla;21;87;37;10;JavaScript
hllorens;Alicante, Spain;Alicante;6;87;13;6;Java
franramirez688;Madrid;Madrid;6;87;8;19;C++
ialexis;España;España;0;87;0;0;Objective-C
JesusAntonioGil;Madrid, Spain;España;4;87;3;10;Objective-C
zareone;Barcelona;Barcelona;10;87;1;498;Go
aserranogomez;GRANADA;Granada;0;87;0;0;
manumorante;Granada <> Gibraltar;Granada;14;87;1;38;CSS
jpetis;Madrid;Madrid;19;87;0;1;Java and HTML
ecruzgarrido;España;España;0;87;0;0;Ruby
aitorllj93;Spain;España;5;87;0;316;JavaScript
marcelopereirascmspain;barcelona;Barcelona;4;87;3;8;JavaScript
karume;Barcelona;Barcelona;2;87;1;5;Puppet
AlvaroBuitrago;Spain;España;1;87;2;3;JavaScript
alamillac;Barcelona;Barcelona;2;87;0;0;Python
23r9i0;spain;España;0;87;9;0;PHP
stbn694;España;España;0;86;1;2;JavaScript
olivergs;Spain, Canary Islands;España;7;86;1;18;Python
Fynardo;A Coruña;Coruña;5;86;0;0;C
agomezgar;Calzada de Calatrava, Ciudad Real;Ciudad Real;2;86;3;0;PHP
Gandio;Cádiz Spain;Cádiz;4;86;0;0;Java
vicegd;Spain;España;0;86;0;0;Java
albertedevigo;Vigo;Pontevedra;1;86;8;23;CSS
jdavidhermoso;Mallorca;Baleares;2;86;0;0;JavaScript
tomasmax;Bilbao;Bilbao;11;85;12;255;Java
fpalacioschaves;Málaga;Málaga;0;85;0;0;PHP
Naxsel;España;España;6;85;0;2;Java
benmomo;Valencia, Spain;Valencia;0;85;0;0;
nicolas-fricke;Barcelona;Barcelona;14;85;13;26;Ruby
alejoar;Madrid, Spain;Madrid;3;85;2;17;CSS
Vigmore;Valencia;Valencia;4;85;0;4;
simonvlc;Valencia;Valencia;2;85;0;17;PHP
dnavarroefl;Madrid;Madrid;0;85;0;0;Ruby
jdinicola;Madrid;Madrid;2;85;0;25;JavaScript
calvellido;Villamartín (Andalucía);Cádiz;0;85;1;15;CSS
aitorerana;España;España;3;85;0;2;
parthg;Spain;España;4;85;4;2;Python
SekthDroid;España;España;2;85;1;73;Java
enfuse;España;España;3;85;4;29;Arduino
sarrufat;Barcelona, Spain;España;3;85;1;3;Scala
Salvaaragon;San Fernando, Cádiz;Cádiz;0;85;0;1;Java
Georgevik;Granada;Granada;1;85;0;0;Python
svilaa;Lleida, Catalonia, Spain;Lleida;3;85;1;1;Python
jonarrien;Portugalete;Bilbao;15;85;1;460;Python
jorditorra;Barcelona;Barcelona;1;84;0;0;HTML and JavaScript
kutyel;Alicante, Spain;Alicante;10;84;7;25;JavaScript
liopic;Barcelona;Barcelona;1;84;1;12;PHP
aitoralmeida;Bilbao;Bilbao;15;84;14;55;Python
PSanchezR;Granada, España.;Granada;1;84;3;1;Java
segura2010;Granada;Granada;3;84;6;24;JavaScript
acasquete;Barcelona;Barcelona;8;84;0;8;C#
tmdavid;Barcelona;Barcelona;1;84;0;1;Python
arthurMll;Casteldefels (Barcelona);Barcelona;0;84;0;1;
camilocot;Málaga;Málaga;3;84;5;77;JavaScript
fsolans;Zaragoza, Spain;Zaragoza;5;84;1;1;Java
tocalvo;Madrid;Madrid;5;84;6;1;JavaScript
jcmoralesbrigidano;Madrid, Spain;Madrid;0;84;0;0;Ruby
ganzux;Madrid;Madrid;1;84;0;0;Java
aebm;Madrid, Spain;España;7;84;3;0;Python
gerardo-garcia;Spain;España;8;84;0;3;Shell
magarcia;Barcelona, Spain;Barcelona;15;83;23;151;JavaScript
jmasramon;BARCELONA;Barcelona;1;83;0;138;JavaScript
Gywem;Valencia (Spain);Valencia;2;83;0;45;JavaScript
sgimeno;Barcelona;Barcelona;15;83;4;100;HTML
gorkamolero;Madrid;Madrid;2;83;1;4;Ruby
TommyHernandez;Granada;Granada;7;83;1;4;CSS
cesar2;Granada;Granada;0;83;0;0;HTML
neon520;Granada;Granada;6;83;0;0;Python
sergius;Madrid;Madrid;1;83;2;29;Scala
BernhardWenzel;Madrid, Spain;Madrid;1;83;19;1;Python
jrvldam;madrid;Madrid;2;83;0;0;JavaScript
fuzzy-id;Spain;España;4;83;6;8;Python
Chacarron;España;España;2;83;0;0;JavaScript
ccoloma;Spain;España;7;83;8;12;JavaScript
javiglesias;Salamanca;Salamanca;3;83;0;1;HTML
cinek19;Spain;España;7;83;2;44;JavaScript
jorge-barroso;Gandia, Valencia, Spain;España;0;83;5;6;C++ and Shell
Jorgemagic;Spain;España;2;83;4;4;C#
squeaky-pl;Spain;España;10;83;131;40;Python
mgestal;España;España;0;83;1;7;HTML
inean;Spain;España;2;83;8;28;Python
u3games;Spain;España;2;83;18;15;PHP
Pabsilon;Spain;España;0;83;0;0;C and Makefile
xrigaru;Madrid;Madrid;0;83;0;1;JavaScript
pepesan;Vitoria-Gazteiz;Álava;4;83;1;1;Java
alexvijo;barcelona;Barcelona;0;83;0;0;CSS
DawnAngel;Barcelona, Spain;Barcelona;15;83;15;45;JavaScript
jordillonch;Barcelona;Barcelona;58;82;162;76;PHP
gdeignacio;Palma de Mallorca;Baleares;1;82;0;0;
Jle10;Alicante;Alicante;2;82;0;0;
alessandro-martin;Gran Canaria, Spain;Las Palmas;3;82;4;38;Objective-C
rafaharo;Seville;Sevilla;18;82;5;49;Java
sgmendez;Madrid;Madrid;2;82;3;5;PHP
soulchainer;Murcia;Murcia;9;82;0;205;JavaScript
danieltardon;Madrid (Spain);Madrid;8;82;0;7;Shell
jabiinfante;Bilbao;Bilbao;8;82;2;30;JavaScript
cfenollosa;Barcelona, Spain;Barcelona;48;82;592;6;JavaScript
somebody32;Barcelona, Spain;Barcelona;19;82;82;119;JavaScript
javocsoft;Barcelona;Barcelona;1;82;7;2;Java
edubxb;Barcelona, Spain;Barcelona;38;82;2;1k;Shell
jtorrents;Barcelona (Catalonia);Barcelona;7;82;2;40;Python
xmollv;Barcelona, Spain;Barcelona;0;82;0;0;Swift
gnufede;Madrid;Madrid;14;82;9;21;Python
signumsoftware;Madrid (Spain);Madrid;7;82;55;2;C#
abarrachina;Seville;Sevilla;5;81;4;7;PHP
Narfss;Barcelona;Barcelona;22;81;446;49;Java
Ondiz;Bilbao (Spain);Bilbao;0;81;0;1;Matlab
xavi-reloaded;Barcelona;Barcelona;8;81;3;10;Java
kbsali;Barcelona, Spain;Barcelona;34;81;264;104;PHP
yukideluxe;Barcelona;Barcelona;31;81;5;27;Ruby
devilcius;Madrid;Madrid;1;81;26;31;PHP
kasappeal;Madrid, Spain;Madrid;19;81;0;36;JavaScript
lealxavi;Madrid;Madrid;37;81;5;17;HTML
LFunes;Madrid (Spain);Madrid;0;81;0;2;JavaScript and CSS
MarcosJF;Granada (España);Granada;0;81;0;0;Shell
phynet;Madrid;Madrid;3;81;3;37;Objective-C
jgm1986;Madrid (Spain);Madrid;0;81;0;1;Shell
ealonsodb;Madrid;Madrid;1;81;0;55;
montsechamorro;León;León;0;81;0;0;Java
diegok;Barcelona, Spain;Barcelona;56;81;135;107;Perl
pitis91;Spain;España;1;81;0;3;Lua
MGautier;Granada, Spain;Granada;2;81;0;0;TeX
microstudi;La Garriga, Spain;España;1;81;2;9;PHP
Abejaruco;España;España;1;81;0;4;CSS
Mascalerino;Ourense;Orense;6;81;0;0;CSS
beltrachi;Barcelona;Barcelona;20;80;23;49;Ruby
juaristi;Donostia-San Sebastián;Donostia;2;80;1;0;C
juaningan;Madrid, Spain;Madrid;0;80;2;49;Puppet
hugohiram;Madrid;Madrid;0;80;3;24;Zephir and PHP
adelatorrefoss;Madrid;Madrid;26;80;6;27;Groovy
bertuccio;Madrid;Madrid;3;80;0;10;Shell
guillermofr;Murcia , Spain;Murcia;4;80;4;9;PHP
007lva;Valencia;Valencia;17;80;4;945;JavaScript
L4D15;Lleida;Lleida;10;80;3;19;C++
H0R5E;Bilbao;Bilbao;0;80;0;0;HTML
mvegaca;España;España;4;80;0;2;C# and HTML
adrm;Valladolid, Spain;Valladolid;5;80;0;121;JavaScript
eacevedof;Madrid;Madrid;0;80;0;0;JavaScript
seymourpoler;Madrid, Spain;Madrid;9;80;3;3;C#
oliverporras;Madrid;Madrid;1;80;0;0;JavaScript and CSS
theUniC;Barcelona;Barcelona;75;80;44;163;PHP
vitalv;Madrid;Madrid;2;80;2;3;Ruby
Ariacus;Granada, Spain.;Granada;6;80;0;2;Shell
cparadela;Granada;Granada;0;80;0;1;PHP
raulmarcosl;Salamanca & Madrid;Madrid;16;80;1;34;Ruby
fgui;Barcelona;Barcelona;5;80;5;42;Clojure
wholedev;Barcelona;Barcelona;2;80;1;0;JavaScript
alvardsoler;Madrid / Segovia;Madrid;6;80;0;1;Java
AlvaroFranco;Spain;España;123;80;2180;363;Objective-C
cgel;Spain;España;1;80;1;32;C++
RompePC;Spain;España;1;80;0;0;CSS
paxku;Spain;España;0;80;0;0;R
Feirlane;Spain;España;6;80;1;7;Shell
Scraw;A Coruna, Spain;España;4;80;0;1;HTML
jormaral;(Badajoz), Spain;Badajoz;11;80;17;18;JavaScript
Graficflower;España;España;0;80;0;0;
Arasthel;Almería, España;Almería;59;79;630;68;Java
RubenBRR;Bilbao - Spain;Bilbao;0;79;0;0;Java
jordisoler;Sa Pobla, Mallorca;Baleares;0;79;0;0;Java
DarioIriberri;Palma de Mallorca;Baleares;0;79;2;0;C
Josepdd;Valencia, Spain;Valencia;3;79;2;0;Objective-C
Csardelacal;Madrid, Spain;Madrid;3;79;6;4;CSS
albertcalv;Barcelona, Catalonia;Barcelona;1;79;1;2;C++
keoko;Barcelona (Spain);Barcelona;9;79;5;39;Clojure
aruiz;Las Palmas de Gran Canaria, Spain;Las Palmas;19;79;33;10;Python
miguelangelrdguez;Granada;Granada;1;79;0;0;
oscar2695;Ourense;Orense;2;79;0;0;HTML
migueib17;Granada;Granada;2;79;0;0;HTML and CSS
hurtzi;España;España;1;79;1;1;CSS
donrondon;Zaragoza;Zaragoza;4;79;0;0;Java
dalareo;A Coruña (Galiza);Coruña;10;79;1;557;HTML
FranLsz;Spain;España;2;79;0;0;C#
educriado;España;España;1;79;1;2;Shell
Cadiducho;Spain;España;30;79;7;13;Java
Wakkos;Spain;España;363;79;308;4;CSS
tortocan;Spain;España;0;79;0;0;JavaScript
fjcapelo;Alicante (spain);Alicante;0;78;1;1;JavaScript
alevinval;Spain;España;4;78;2;24;Python
airamg;Spain;España;0;78;0;0;CSS
ivanbtrujillo;Tenerife;Tenerife;10;78;6;6;JavaScript
gonxi;Valencia;Valencia;1;78;0;5;HTML
pusewicz;Reus, Spain;España;25;78;261;609;Ruby
jjdenis;Málaga, Spain;Málaga;2;78;1;1;Python
msurdi;Madrid, Spain;Madrid;14;78;10;17;JavaScript
alejandronb;Sevilla;Sevilla;15;78;0;0;Python
josete89;Zaragoza;Zaragoza;3;77;2;21;Java
vicnala;Valencia;Valencia;11;77;6;8;JavaScript
rafaelxavi;Málaga, Spain;Málaga;6;77;0;1;JavaScript and CSS
gabrielperezs;Palma de Mallorca;Baleares;2;77;3;31;JavaScript
bielfrontera;Inca, Mallorca;Baleares;7;77;1;54;Python
elemarez;Canary Islands, Tenerife, Spain;Canarias;1;77;0;0;
Cs4r;Granada, Spain;Granada;5;77;0;26;Java
DaniLebredo;Oviedo, Spain;Asturias;4;77;0;14;CSS
Fromau5;Almería, Spain;Almería;5;77;0;0;Java
eltechnic0;Barcelona;Barcelona;0;77;0;7;JavaScript
jordimarinvalle;Barcelona, Spain;Barcelona;10;77;7;23;Python
lestrade84;Madrid;Madrid;7;77;0;4;Shell
fural;Spain;España;0;77;0;4;PHP
Carlosmape;S/Cruz de Tenerife, Canarias;Canarias;0;77;0;0;Ruby
gabrielperales;Madrid;Madrid;34;77;6;617;JavaScript
cjferba;Granada;Granada;4;77;11;13;Python
jontorrado;Bilbao, Spain;Bilbao;5;77;0;1;Shell and PHP
maesoser;España;España;4;77;6;8;C
wefner;Barcelona;Barcelona;1;76;0;0;Python
legomolina;Valencia;Valencia;3;76;2;0;JavaScript
lcrespom;Spain;España;2;76;4;13;JavaScript
BLL75;Málaga;Málaga;4;76;2;3;PHP
andreaperazzi;Barcelona;Barcelona;0;76;0;16;Swift
rafapuig;Valencia;Valencia;6;76;0;0;C# and CSS
mllocs;Barcelona;Barcelona;23;76;24;73;JavaScript
antonioalcocer;Madrid;Madrid;0;76;0;0;
azpe;Granada Spain;Granada;0;76;0;0;PHP
PabloRdrRbl;León (Spain);León;5;76;7;15;Python
eu271;Spain, Zaragoza;Zaragoza;2;76;1;6;HTML
adlpz;Valencia;Valencia;11;76;8;237;JavaScript
littlemove;Madrid - Spain;Madrid;22;76;3;16;Ruby
IlyaBakhlin;Madrid;Madrid;5;76;0;23;PHP and ApacheConf
rafaellg8;Granada;Granada;2;75;0;0;Shell
albhilazo;Barcelona, Spain;Barcelona;6;75;1;40;CSS
pedrobenedicte;Barcelona, Spain;Barcelona;2;75;1;28;Shell
virgiliosanz;Madrid;Madrid;2;75;1;3;Python
TheHollowEsp;Galicia;Galicia;0;75;0;1;PHP
IvanCoronado;Sevilla;Sevilla;2;75;3;3;JavaScript
rogercampos;Barcelona;Barcelona;32;75;74;166;Ruby
perellonieto;Barcelona;Barcelona;1;75;2;3;Python
lluisgomez;Universitat Autonoma de Barcelona;Barcelona;37;75;64;11;C++
dandooze;Madrid, Spain;Madrid;0;75;0;3;CSS
n-lopez;Madrid, Spain;Madrid;1;75;2;2;CoffeeScript
juanramirez;Madrid;Madrid;2;75;2;13;Ruby
araluce;Granada;Granada;2;75;0;0;Java
adrigm;Las Palmas de Gran Canaria;Las Palmas;23;75;15;12;C++
alebupal;Granada;Granada;0;75;0;0;Java
