login; location; followers; contributions; stars; contributionsStreak; contributionsCurrentStreak
mmoreram;Barcelona, Catalunya;90;6218;305;24;0
gavinking;Barcelona, Spain;114;4374;6;95;28
JJ;Granada, Spain, Europe;140;4330;228;158;158
sanacl;Madrid;7;4197;1;148;0
pepellou;Santiago de Compostela;33;3883;;148;0
niwibe;Madrid, Spain;233;3735;1980;548;548
javierarce;Madrid;53;3731;128;26;0
sortega;Madrid;29;3225;58;14;0
alexhigh;Madrid;4;3061;0;5;0
stringparser;Granada, Spain;32;2629;21;44;16
javisantana;Madrid - Valladolid;127;2532;119;13;3
shoghicp;Zaragoza;142;2402;181;30;0
KonradIT;Madrid;72;2283;323;22;0
acs;Getafe, Madrid, Spain;8;2234;9;21;0
ealonso;Madrid;4;2212;8;7;0
alejandrodob;Madrid, Spain;14;2127;0;12;7
opalenzuela;Barcelona;15;2100;55;39;0
teleyinex;Madrid, Spain;42;2009;37;5;0
javilonas;Sevilla (España);13;2003;13;14;0
sergiogonzalez;Madrid;24;1952;16;5;0
alch;Barcelona;15;1934;0;6;0
agordillo;Madrid;11;1915;0;21;0
adolfopa;Madrid;7;1880;13;29;29
matallo;Madrid, ES;26;1745;5;6;0
juliocamarero;Madrid;48;1721;44;11;0
soyjavi;Bilbao • Spain ✈︎ Chiang Mai • Thailand;717;1716;791;130;30
mrdoob;Barcelona, Spain;5600;1708;1711;26;0
Kartones;Madrid, Spain;21;1674;1;6;0
belaustegui;Asturias, Spain;9;1667;0;20;0
carloslozano;Sant Cugat del Vallès, Barcelona, Catalonia;13;1639;1;6;0
fgalan;Madrid, Spain;6;1608;2;6;0
pedrovgs;Madrid;332;1564;1519;76;76
crguezl;La Laguna. Tenerife;96;1549;65;18;0
olmobrutall;Madrid (Spain);2;1515;0;16;0
jmnavarro;Madrid;14;1514;22;24;0
pakozm;Alfara del Patriarca (Valencia), Spain;27;1497;105;26;0
erral;Eibar, Gipuzkoa;7;1470;16;5;0
neo22s;Barcelona;18;1444;9;13;0
Obijuan;Madrid (Spain);92;1422;136;16;0
aplanas;Málaga, Spain;3;1356;1;55;19
pditommaso;Barcelona, Spain;21;1332;23;20;0
M42;Granada, Spain;28;1328;24;23;3
bameda;Madrid, Jaén, Spain, España;52;1302;5;490;490
jespino;Madrid, Spain;87;1292;140;133;0
deivid-rodriguez;Madrid;28;1291;448;21;0
mdelapenya;Madrid o Toledo;8;1276;15;12;4
jaeandersson;Barcelona, Spain;6;1239;4;13;0
epgarcia;Madrid;8;1231;7;6;0
dmoranj;Madrid (Spain);10;1231;21;12;0
RotaruDan;Madrid (Spain);7;1217;4;13;0
migue;Madrid;32;1199;60;8;0
acelaya;Zaragoza;30;1194;40;9;0
quintesse;Madrid, Spain;11;1190;6;10;0
christkv;Barcelona, Spain;246;1189;770;9;0
pleonex;Granada, Spain;16;1185;20;36;0
jtorrente;Madrid, Spain;3;1159;0;21;0
areski;Barcelona;87;1130;625;23;0
eparejatobes;Granada, Spain;22;1123;2;18;0
aroig;Barcelona;8;1120;30;21;0
aarranz;Madrid, Spain;6;1086;3;12;0
miguel0afd;Madrid, Spain;4;1074;7;14;0
antonio;Huelva, Spain;80;1071;20;321;321
nilopc;Barcelona, Catalunya;20;1069;14;12;0
xphere;Barcelona, Spain;27;1046;7;5;0
fdavidcl;Granada, Spain;26;1041;13;9;3
vterron;Granada, Spain;59;1024;44;12;0
sneridagh;Barcelona;14;1022;39;11;0
clintongormley;Barcelona, Spain;139;1017;143;15;0
izaera;Madrid, Spain;9;1005;26;11;0
juanignaciosl;Valladolid;16;981;11;10;7
elenatorro;Murcia / Alicante / Salzburg;56;973;14;62;0
ipeychev;Madrid;48;973;65;24;0
gjulianm;Madrid, Spain;15;964;25;18;3
trikitrok;Barcelona;9;953;8;13;0
kusor;Murcia (Spain);43;953;200;6;0
Darkhogg;Madrid, Spain;18;951;11;16;0
piranna;Alcorcón, Madrid, Spain;57;943;30;20;0
ancorgs;Gran Canaria;7;938;0;6;0
est77;Madrid;24;930;17;13;9
fiam;Gijón;33;930;146;12;0
porduna;Bilbao;36;919;3;15;0
josejuansanchez;Almería;14;917;56;13;7
mcuadros;Madrid, Spain;42;914;436;54;0
Xaviju;Madrid, Valencia, Spain;35;912;11;6;0
pablopareja;Granada, Spain;27;909;42;12;0
robertoDiaz;Madrid - Gijón;0;905;0;6;0
apache05;Valencia;0;903;0;20;0
javiereguiluz;Paris (France) & Vitoria-Gasteiz (Spain);342;889;1353;13;0
SuperBuker;Madrid, Spain;3;885;1;46;0
tombatossals;Castelló de la Plana;62;874;903;11;0
msune;Berlin/Barcelona;3;865;3;6;0
javierag;Zaragoza, Spain;0;862;0;12;0
jaimegildesagredo;Madrid, Spain;41;845;235;14;0
dialelo;Madrid;119;837;407;12;4
alvatar;Madrid, Spain;68;834;110;20;11
toniginard;Barcelona;2;832;0;5;0
slluis;Barcelona, Spain;51;830;149;13;0
ManfredKarrer;Barcelona, Spain;7;828;7;30;0
camposer;Madrid/España;20;827;18;6;0
slok;Bilbao;50;825;157;31;0
Manu343726;Madrid, Spain;28;825;114;9;3
jbalsas;Madrid, Spain;18;825;48;21;0
xexiu;Barcelona;9;812;2;13;0
pepibumur;Barcelona;61;811;891;15;0
tonipinel;Barcelona;10;807;1;5;0
rafinskipg;Madrid;35;804;50;14;0
kalta;Málaga, Spain;19;798;181;14;4
laughedelic;Spain, Granada;36;796;93;15;0
jorgebay;Madrid;10;793;138;5;0
soywiz;Spain, Valencia;81;783;478;16;3
axelhzf;Tenerife, Spain;21;782;50;10;6
ferranpm;Barcelona;6;781;35;16;0
ragerri;Donostia-San Sebastian;7;780;1;13;0
magmax;Ciudad Real;21;777;66;20;0
mifl;Oviedo, Spain;29;776;13;6;0
gotoalberto;Madrid, Spain;24;772;4;10;0
viddo;Madrid, Spain;16;762;1;6;0
amedranogil;Madrid, Spain;5;759;0;5;0
mariogarcia;Madrid;23;754;28;13;0
dreyacosta;Madrid, Spain;67;752;440;305;0
toniher;Barcelona, Catalonia;8;748;1;12;0
h0tbird;Barcelona;9;745;14;6;2
kikito;Madrid, Spain;244;742;1752;12;0
mikz;Barcelona, Spain;22;741;140;6;0
karlosgliberal;pamplona/iruña;29;729;37;7;0
adrian-rosello;Barcelona;8;729;2;6;0
alastair;Barcelona;72;728;222;11;0
muit;Madrid, España;14;728;105;63;0
ebarra;Madrid;15;704;4;5;0
alorma;Barcelona, Spain;26;703;65;16;0
izqui;Madrid, Spain;98;694;437;14;0
jkerihuel;Zaragoza;9;691;1;11;0
fdansv;Madrid, Spain;16;687;15;5;0
skotperez;Seix , Madrid;9;686;7;8;0
AdrianArroyoCalle;Valladolid, Spain;8;685;33;10;0
abenitoc;Madrid;8;683;5;6;0
joakin;Alicante, Spain;13;679;45;8;0
mvader;Madrid, Spain;49;678;88;27;4
rnowm;Sitges, Barcelona;42;663;26;6;0
alexsavio;San Sebastián, Spain;5;663;4;8;0
labra;Asturias;37;661;27;13;0
trishagee;Sevilla, Spain;106;660;68;6;0
adgellida;Valencia, Spain;2;657;1;22;0
davidsingal;Madrid, Spain;43;646;7;9;0
karasu;Barcelona, Catalunya;17;645;9;13;0
iblancasa;Granada, Spain;12;644;20;27;3
sgala;Lavapiés, Madrid, Spain;3;641;20;11;0
chiquitinxx;Madrid;9;631;83;20;0
srvaroa;Barcelona;18;626;3;9;0
josedom24;Utrera, Sevilla;11;625;2;6;0
skarbat;Malaga, Spain;1;622;0;6;0
Theadd;Barcelona;13;620;32;12;0
sixstone-qq;Zaragoza;5;609;0;10;0
alasarr;Sevilla;1;602;0;11;0
moiarcsan;Sevilla;8;598;2;9;0
fnl;Madrid;7;591;60;5;0
numeroteca;madrid-boston;21;586;45;8;0
peretuset;Barcelona, Spain;2;584;0;17;0
jguitar;Valencia, Spain;11;579;15;5;0
ernestoalejo;Granada, Spain;9;578;71;11;0
salva;Madrid, Spain;26;575;149;10;2
dgutierr;Barcelona;5;575;1;13;0
awesomebytes;Barcelona, Spain;19;573;32;10;0
edulix;Madrid, Spain;38;572;10;13;3
rubiojr;Barcelona, Spain;86;571;424;10;0
michael-emmi;Madrid, Spain;6;567;4;15;0
csierra;Madrid, Spain;6;566;3;5;0
arkaitzgarro;Donostia;6;556;1;9;0
Undergarun;Madrid, Spain;13;554;11;13;0
jbedia;Santander (Spain);0;553;0;6;0
marcosgdf;Valladolid, Spain;8;549;9;8;0
pablormier;Santiago de Compostela;6;547;;9;5
hecrj;Barcelona;7;547;7;13;0
jlaso;46010 Valencia (Spain);14;545;32;9;9
aitormagan;Madrid;3;542;0;5;0
xispa;Barcelona;6;541;0;7;0
sinmsinm;Lleida;1;541;0;8;7
anler;Madrid, Spain;61;541;183;13;0
lodr;Madrid;48;540;49;8;0
ecarreras;Girona;24;540;32;5;0
changlongzj;Barcelona;2;539;0;7;0
dpcat237;Barcelona, Spain;9;535;0;22;0
fermayo;Madrid, Spain;18;531;2;12;4
amatiasq;Barcelona;26;531;28;6;0
7flying;Bilbao;2;530;0;51;31
pauek;Barcelona, Spain;22;530;59;12;0
demiurgosoft;Granada,Spain;11;522;2;22;2
cristianprofile;Madrid/ Spain;4;521;1;8;8
agustincl;Barcelona;63;515;38;5;0
markets;Barcelona;50;513;121;21;0
albfan;Gijón, Spain;3;511;54;6;0
repejota;Girona;13;509;17;8;0
rcsole;Barcelona;42;508;14;27;0
mayhem;Barcelona, Spain;41;507;28;10;0
sennett;Barcelona;5;506;1;22;0
ppcano;Huelva (ES), Stockholm (SE);20;505;87;8;0
stronk7;Navarrete, La Rioja, Spain;31;503;25;8;0
jmelis;Madrid;6;502;27;6;0
alexfernandez;Madrid, Spain;52;500;354;5;2
rmhdev;Donostia;2;500;22;6;2
dmontaner;Valencia - Spain;2;499;2;5;0
LeandroGuillen;Madrid;4;498;3;5;0
ivoarch;Tarragona/Spain;29;495;56;12;2
lmivan;Madrid, Spain;52;495;91;44;0
icalvete;Madrid;2;493;2;5;0
gomezgoiri;Bilbao;15;491;25;9;0
shakaran;Manzanares, Ciudad Real, España;20;490;31;6;0
uesteibar;Donosti;3;490;1;9;0
figarocorso;Zaragoza;3;486;1;31;0
balrog-kun;Madrid;12;481;59;6;2
saulmm;Vigo, Spain;189;477;1500;18;3
albertofem;Barcelona;14;477;35;30;0
jburguete;Zaragoza, Spain;0;475;2;19;0
jabadia;Madrid;5;474;3;5;0
Alotor;Madrid;23;472;17;11;0
adolfo-rt;Barcelona, Spain;20;470;0;5;0
fpuga;Vigo. Spain;10;469;2;5;0
herminiogg;Oviedo, Asturias, Spain;4;468;0;6;0
pecio;Madrid, Spain;1;467;2;9;0
eLobato;Madrid;46;466;109;8;4
ctemescw;A Coruña, Spain;8;463;7;10;0
JoseBlanca;Valencia, Spain;19;463;65;5;0
danielguillan;Barcelona;30;461;251;11;0
marklar;Barcelona, España;11;459;23;11;0
logoff;Barcelona;2;458;5;5;0
exekias;Zaragoza;12;457;8;5;0
ixti;Spain, Valencia, Benirredrà;70;456;530;10;0
JorgeFerrer;Madrid;27;455;9;5;0
mudasobwa;Barcelona, Spain;5;454;37;13;0
palaumarc;Barcelona;1;452;0;5;0
nacx;Barcelona;27;449;16;13;0
alejandrofcarrera;Madrid, Spain;6;449;14;5;0
fcharte;Jaén, Granada, Spain;7;449;9;80;80
bomberstudios;Madrid, Spain;243;448;2139;23;0
josegom;Madrid;2;447;2;6;0
SirArslaan;Barcelona;14;446;3;22;0
fergunet;Granada;40;444;12;17;5
jsegura;Barcelona;14;444;4;8;0
jesusbriales;Malaga;1;444;0;10;0
albarralnunez;Barcelona;10;444;5;10;0
poliva;Barcelona;154;442;358;10;0
MarioVilas;Madrid, Spain;143;441;200;6;0
Virako;Sevilla;21;439;9;8;0
oxcar103;Granada, Spain;16;438;1;6;0
kernevil;Zaragoza, Spain;27;437;45;6;0
Towerthousand;Barcelona;20;436;22;13;0
antorof;Granada, Spain;4;436;3;9;0
Pafcholini;Barcelona;5;435;2;5;0
jact;Zaragoza, Spain;4;433;1;12;0
javiroman;Madrid (Spain);28;432;11;10;0
martgnz;Barcelona;16;429;1;6;0
xsimov;Barcelona;28;427;3;6;0
Razican;Bilbao, Spain;21;426;12;20;0
potray;Granada, Spain;2;426;0;5;0
signumsoftware;Madrid (Spain);6;426;43;14;0
luisivan;Madrid, Spain;56;426;85;12;0
sxubach;Barcelona;2;426;0;4;0
fxn;Barcelona;464;425;1064;7;0
nmn;Madrid;117;424;240;9;0
rafatower;Madrid;5;424;1;6;0
NCordon;Granada, Spain;15;422;9;6;0
jabrena;Madrid, Spain;4;417;9;6;0
jose-izquierdo;Madrid;6;416;1;12;0
bladecoder;Córdoba, Spain;1;414;20;5;0
oscarfonts;Barcelona;15;414;10;4;0
xrubio;Barcelona;4;414;12;9;0
aitoralmeida;Bilbao;15;412;13;5;0
ginfante;Asturias, Spain;0;411;0;9;0
joserobleda;Madrid;9;411;15;8;0
smola;Madrid, Spain;14;407;109;6;0
jaoo;Piedrabuena. Ciudad Real. Spain;7;406;12;6;0
irenesanznieto;Madrid;3;405;3;5;0
plopesc;Valladolid, Spain;6;405;6;5;0
vilanovi;Barcelona;14;404;181;5;0
Delawen;Sevilla;38;399;10;5;0
ygneo;Barcelona;18;398;13;5;0
hiromipaw;Barcelona, Spain;11;398;1;6;0
Borja;Madrid (Spain);31;398;9;6;0
javacasm;Granada, Jaén (Spain);5;395;2;17;11
jordimas;Barcelona;4;395;0;11;0
micaelgallego;Madrid (Spain);8;394;0;6;0
miw-upm;Carretera de Valencia Km. 7, 28031, Madrid, Spain;9;393;1;10;2
carlosgoce;Baiona, Pontevedra, Spain;3;393;1;11;0
markbain;Barcelona, Spain;5;391;1;4;0
scambra;Zaragoza, Spain;46;391;117;5;0
MortI2C;Barcelona, Catalunya;2;389;0;11;7
JavierIH;Madrid, Toledo (SPAIN);9;389;1;16;0
fesplugas;Barcelona, Spain;112;387;79;5;0
nachinius;Mendoza AR;5;386;7;8;0
alu0100696691;Santa cruz de Tenerife, Islas Canarias, España;10;386;1;5;0
koke;Zaragoza, Spain;37;385;132;5;0
amatellanes;Málaga, Spain;21;385;64;7;0
duarten;Barcelona;26;384;15;6;0
gabi493;Barcelona, Spain;3;383;0;11;0
ivmartel;Barcelona, Spain;13;382;132;13;5
wmurphy;Madrid;5;382;2;3;2
emi80;Barcelona;3;380;0;6;0
angeljcc;Granada (Spain);8;379;0;9;0
CKGrafico;Madrid, Barcelona;65;379;74;7;0
kewelinho;A coruña;2;379;1;5;0
RobertoIA;Burgos, Spain;1;378;0;236;0
fsquillace;Valencia, Spain;7;378;119;14;0
jirsis;Madrid;2;377;1;7;0
sbartek;Zaragoza, Spain;1;376;0;26;2
davazp;Cádiz, Spain;24;376;220;7;0
edrevo;Barcelona;16;375;2;7;0
j-rivero;Barcelona;3;375;4;4;0
marco-msg-ferrari;Madrid;2;375;3;5;0
vicboma1;Spain - Valencia;3;372;1;18;0
rboldu;Barcelona;1;368;0;6;0
VictorPurMar;Barcelona, Spain;3;367;0;9;0
fernandoPalaciosGit;palma de mallorca;2;367;1;23;0
marsanla;Valencia;10;367;32;10;0
zzarcon;Barcelona, Spain;28;366;91;9;0
albertobeiz;Sevilla, Spain;8;366;0;10;0
frsela;Madrid;9;365;32;5;0
jesusVMayor;Lugo;4;364;0;6;0
oesteban;Madrid;5;364;3;9;0
jdnavarro;Sevilla, Spain;12;362;12;14;0
Eldelshell;Madrid, Spain;5;360;32;12;0
romartin;Barcelona;4;359;0;22;22
Reimashi;Ourense, Spain;2;357;0;7;0
llafuente;Madrid;3;355;62;7;0
skolodyazhnyy;Barcelona, Spain;6;354;18;7;0
elmart;Madrid;4;354;0;35;2
fransua;Barcelona, Spain;9;353;9;13;0
ggrandes;Barcelona, Spain;14;353;48;9;0
manutero;Madrid, Spain;9;352;3;5;0
nestorsalceda;Zaragoza / Madrid;39;351;88;7;0
Galbar;Barcelona, Spain;11;349;12;12;0
mariodebian;Valladolid, Spain;9;349;9;6;0
rgalindo33;Barcelona;4;348;1;7;0
chavaone;A Coruña, Galiza;15;347;18;6;0
xgalen;Benidorm, Alicante, Spain;7;345;0;5;0
julien;Madrid, Spain;31;344;195;6;0
tommypeps;Málaga, España;3;343;4;4;0
phproberto;Valencia - Spain;68;343;60;3;0
davidgil;Cintruenigo, Navarra, Spain;5;343;8;6;0
Dirbaio;Barcelona, Spain;41;341;29;9;0
davidsanfal;Spain, Madrid;2;341;10;7;0
jessfr42;Madrid - Valencia;13;340;7;37;0
malotor;Valencia;10;340;8;7;0
SametSisartenep;Alicante, Spain;5;339;6;19;2
Bigomby;Sevilla, Spain;5;339;1;8;0
YaroSpace;Tenerife;7;338;1;9;0
moreda;A Coruña, Spain;2;338;5;3;0
gabriprat;Barcelona;2;338;1;11;0
rpau;Barcelona;8;338;28;4;0
Amab;Granada, Spain;13;338;13;14;0
rubenlh91;Málaga;0;337;0;16;0
miljan-aleksic;Barcelona;11;336;0;12;0
xabikip;Basque Country, Gipuzkoa;16;336;0;7;0
RubenAgudo;Bilbao;2;336;3;13;0
lbosque;Madrid;35;336;23;6;0
agarciamontoro;Granada, Spain;15;335;4;12;0
JAFS6;Granada, Spain;1;334;0;8;8
josestrk;Madrid, Las Rozas;3;334;4;12;6
